original_filename,recovered_filename,status,jp,vocab_id,target_filename,target_path
042_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_σìüΣ╕ëµùÑ.wav,042_東北きりたん（ノーマル）_十三日.wav,matched,十三日,jpln1200_l3_5_018,jpln1200_l3_5_018.wav,audio/jpln1200_l3_5_018.wav
043_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_σìüΣ╕âµùÑ.wav,043_東北きりたん（ノーマル）_十七日.wav,matched,十七日,jpln1200_l3_5_019,jpln1200_l3_5_019.wav,audio/jpln1200_l3_5_019.wav
044_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_σìüΣ║îµ£ê.wav,044_東北きりたん（ノーマル）_十二月.wav,matched,十二月,jpln1200_l3_5_020,jpln1200_l3_5_020.wav,audio/jpln1200_l3_5_020.wav
045_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_σìüΣ║îµùÑ.wav,045_東北きりたん（ノーマル）_十二日.wav,matched,十二日,jpln1200_l3_5_021,jpln1200_l3_5_021.wav,audio/jpln1200_l3_5_021.wav
046_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_σìüσà½µùÑ.wav,046_東北きりたん（ノーマル）_十八日.wav,matched,十八日,jpln1200_l3_5_022,jpln1200_l3_5_022.wav,audio/jpln1200_l3_5_022.wav
047_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_πüùπéÖπéàπüåπéêπüúπüï.wav,047_東北きりたん（ノーマル）_じゅうよっか.wav,matched,じゅうよっか,jpln1200_l3_5_023,jpln1200_l3_5_023.wav,audio/jpln1200_l3_5_023.wav
048_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_σìüσà¡µùÑ.wav,048_東北きりたん（ノーマル）_十六日.wav,matched,十六日,jpln1200_l3_5_024,jpln1200_l3_5_024.wav,audio/jpln1200_l3_5_024.wav
049_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_ΘÇ▒.wav,049_東北きりたん（ノーマル）_週.wav,matched,週,jpln1200_l3_5_025,jpln1200_l3_5_025.wav,audio/jpln1200_l3_5_025.wav
050_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_µ░┤µ¢£µùÑ.wav,050_東北きりたん（ノーマル）_水曜日.wav,matched,水曜日,jpln1200_l3_5_026,jpln1200_l3_5_026.wav,audio/jpln1200_l3_5_026.wav
051_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_πüñπüäπüƒπüí.wav,051_東北きりたん（ノーマル）_ついたち.wav,matched,ついたち,jpln1200_l3_5_027,jpln1200_l3_5_027.wav,audio/jpln1200_l3_5_027.wav
052_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_µ£ê.wav,052_東北きりたん（ノーマル）_月.wav,matched,月,jpln1200_l3_5_028,jpln1200_l3_5_028.wav,audio/jpln1200_l3_5_028.wav
053_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_πü¿πüèπüï.wav,053_東北きりたん（ノーマル）_とおか.wav,matched,とおか,jpln1200_l3_5_029,jpln1200_l3_5_029.wav,audio/jpln1200_l3_5_029.wav
054_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_σ╣┤.wav,054_東北きりたん（ノーマル）_年.wav,matched,年,jpln1200_l3_5_030,jpln1200_l3_5_030.wav,audio/jpln1200_l3_5_030.wav
055_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_σ£ƒµ¢£µùÑ.wav,055_東北きりたん（ノーマル）_土曜日.wav,matched,土曜日,jpln1200_l3_5_031,jpln1200_l3_5_031.wav,audio/jpln1200_l3_5_031.wav
056_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_πü¬πü«πüï.wav,056_東北きりたん（ノーマル）_なのか.wav,matched,なのか,jpln1200_l3_5_032,jpln1200_l3_5_032.wav,audio/jpln1200_l3_5_032.wav
057_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_Σ║îµ£ê.wav,057_東北きりたん（ノーマル）_二月.wav,matched,二月,jpln1200_l3_5_033,jpln1200_l3_5_033.wav,audio/jpln1200_l3_5_033.wav
058_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_Σ║îσìüΣ╕ÇµùÑ.wav,058_東北きりたん（ノーマル）_二十一日.wav,matched,二十一日,jpln1200_l3_5_034,jpln1200_l3_5_034.wav,audio/jpln1200_l3_5_034.wav
059_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_Σ║îσìüΣ╣¥µùÑ.wav,059_東北きりたん（ノーマル）_二十九日.wav,matched,二十九日,jpln1200_l3_5_035,jpln1200_l3_5_035.wav,audio/jpln1200_l3_5_035.wav
060_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_Σ║îσìüΣ║öµùÑ.wav,060_東北きりたん（ノーマル）_二十五日.wav,matched,二十五日,jpln1200_l3_5_036,jpln1200_l3_5_036.wav,audio/jpln1200_l3_5_036.wav
061_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_Σ║îσìüΣ╕ëµùÑ.wav,061_東北きりたん（ノーマル）_二十三日.wav,matched,二十三日,jpln1200_l3_5_037,jpln1200_l3_5_037.wav,audio/jpln1200_l3_5_037.wav
062_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_Σ║îσìüΣ╕âµùÑ.wav,062_東北きりたん（ノーマル）_二十七日.wav,matched,二十七日,jpln1200_l3_5_038,jpln1200_l3_5_038.wav,audio/jpln1200_l3_5_038.wav
063_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_Σ║îσìüΣ║îµùÑ.wav,063_東北きりたん（ノーマル）_二十二日.wav,matched,二十二日,jpln1200_l3_5_039,jpln1200_l3_5_039.wav,audio/jpln1200_l3_5_039.wav
064_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_Σ║îσìüσà½µùÑ.wav,064_東北きりたん（ノーマル）_二十八日.wav,matched,二十八日,jpln1200_l3_5_040,jpln1200_l3_5_040.wav,audio/jpln1200_l3_5_040.wav
065_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_Σ║îσìüσ¢¢µùÑ.wav,065_東北きりたん（ノーマル）_二十四日.wav,matched,二十四日,jpln1200_l3_5_041,jpln1200_l3_5_041.wav,audio/jpln1200_l3_5_041.wav
066_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_Σ║îσìüσà¡µùÑ.wav,066_東北きりたん（ノーマル）_二十六日.wav,matched,二十六日,jpln1200_l3_5_042,jpln1200_l3_5_042.wav,audio/jpln1200_l3_5_042.wav
067_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_µùÑµ¢£µùÑ.wav,067_東北きりたん（ノーマル）_日曜日.wav,matched,日曜日,jpln1200_l3_5_043,jpln1200_l3_5_043.wav,audio/jpln1200_l3_5_043.wav
068_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_σà½µ£ê.wav,068_東北きりたん（ノーマル）_八月.wav,matched,八月,jpln1200_l3_5_044,jpln1200_l3_5_044.wav,audio/jpln1200_l3_5_044.wav
069_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_πü»πüñπüï.wav,069_東北きりたん（ノーマル）_はつか.wav,matched,はつか,jpln1200_l3_5_045,jpln1200_l3_5_045.wav,audio/jpln1200_l3_5_045.wav
070_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_µùÑ.wav,070_東北きりたん（ノーマル）_日.wav,matched,日,jpln1200_l3_5_046,jpln1200_l3_5_046.wav,audio/jpln1200_l3_5_046.wav
071_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_πü╡πüñπüï.wav,071_東北きりたん（ノーマル）_ふつか.wav,matched,ふつか,jpln1200_l3_5_047,jpln1200_l3_5_047.wav,audio/jpln1200_l3_5_047.wav
072_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_πü┐πüúπüï.wav,072_東北きりたん（ノーマル）_みっか.wav,matched,みっか,jpln1200_l3_5_048,jpln1200_l3_5_048.wav,audio/jpln1200_l3_5_048.wav
073_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_πéÇπüäπüï.wav,073_東北きりたん（ノーマル）_むいか.wav,matched,むいか,jpln1200_l3_5_049,jpln1200_l3_5_049.wav,audio/jpln1200_l3_5_049.wav
074_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_µ£¿µ¢£µùÑ.wav,074_東北きりたん（ノーマル）_木曜日.wav,matched,木曜日,jpln1200_l3_5_050,jpln1200_l3_5_050.wav,audio/jpln1200_l3_5_050.wav
075_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_πéêπüåπüï.wav,075_東北きりたん（ノーマル）_ようか.wav,matched,ようか,jpln1200_l3_5_051,jpln1200_l3_5_051.wav,audio/jpln1200_l3_5_051.wav
076_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_πéêπüúπüï.wav,076_東北きりたん（ノーマル）_よっか.wav,matched,よっか,jpln1200_l3_5_052,jpln1200_l3_5_052.wav,audio/jpln1200_l3_5_052.wav
077_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_σ¢¢µ£ê.wav,077_東北きりたん（ノーマル）_四月.wav,matched,四月,jpln1200_l3_5_053,jpln1200_l3_5_053.wav,audio/jpln1200_l3_5_053.wav
078_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_σà¡µ£ê.wav,078_東北きりたん（ノーマル）_六月.wav,matched,六月,jpln1200_l3_5_054,jpln1200_l3_5_054.wav,audio/jpln1200_l3_5_054.wav
079_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_πüÅπéÖπéëπüä.wav,079_東北きりたん（ノーマル）_ぐらい.wav,no_match,ぐらい,,,
080_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_µÖéΘûô.wav,080_東北きりたん（ノーマル）_時間.wav,no_match,時間,,,
081_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_πü¿.wav,081_東北きりたん（ノーマル）_と.wav,no_match,と,,,
082_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_Θûô.wav,082_東北きりたん（ノーマル）_間.wav,matched,間,jpln1200_pre_004,jpln1200_pre_004.wav,audio/jpln1200_pre_004.wav
083_µ¥▒σîùπüìπéèπüƒπéô∩╝êπâÄπâ╝πâ₧πâ½∩╝ë_Σ╝Üπüå.wav,083_東北きりたん（ノーマル）_会う.wav,matched,会う,jpln1200_pre_005,jpln1200_pre_005.wav,audio/jpln1200_pre_005.wav
